movieName,Year,Director,genre,Rating,Duration,Plot
All Quiet on the Western Front,1930,Lewis Milestone,"Drama, War            ",8.1,152 min,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
La strada,1954,Federico Fellini,Drama            ,8,108 min,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way."
L'Atalante,1934,Jean Vigo,"Comedy, Drama, Romance            ",7.7,89 min,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.
Spotlight,I) (2015,Tom McCarthy,"Biography, Crime, Drama            ",8.1,129 min,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
The Red Shoes,1948,Michael Powell,"Drama, Music, Romance            ",8.1,135 min,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
Sweet Smell of Success,1957,Alexander Mackendrick,"Drama, Film-Noir            ",8,96 min,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
The Heiress,1949,William Wyler,"Drama, Romance            ",8.1,115 min,A naive young woman falls for a handsome young man her emotionally abusive father suspects is only a fortune hunter.
Early Summer,1951,Yasujirô Ozu,"Drama, Romance            ",8.1,125 min,"A family chooses a match for their daughter Noriko, but she, surprisingly, has her own plans."
Witness for the Prosecution,1957,Billy Wilder,"Crime, Drama, Mystery            ",8.4,116 min,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.
The Crowd,1928,King Vidor,"Drama, Romance            ",8.1,98 min,"The life of a man and woman together in a large, impersonal metropolis through their hopes, struggles, and downfalls."
12 Years a Slave,2013,Steve McQueen,"Biography, Drama, History            ",8.1,134 min,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
The Apartment,1960,Billy Wilder,"Comedy, Drama, Romance            ",8.3,125 min,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
Nosferatu,1922,F.W. Murnau,"Fantasy, Horror            ",7.9,94 min,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
His Girl Friday,1940,Howard Hawks,"Comedy, Drama, Romance            ",7.8,92 min,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
"Out 1, noli me tangere",1971,Jacques Rivette,"Drama, Mystery            ",7.5,776 min,"Following the May 1968 civil unrest in France, a deaf-mute and a con artist simultaneously stumble upon the remnants of a secret society."
Boyhood,I) (2014,Richard Linklater,Drama            ,7.9,165 min,"The life of Mason, from early childhood to his arrival at college."
Manbiki kazoku,2018,Kore-eda Hirokazu,"Crime, Drama, Thriller            ",7.9,121 min,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence."
28 Up,1984 TV Movie,Michael Apted,"Documentary, Biography            ",8.2,136 min,Director Michael Apted interviews the same group of British-born adults after a seven-year wait as to the changes that have occurred in their lives during the last seven years.
Notorious,1946,Alfred Hitchcock,"Drama, Film-Noir, Romance            ",7.9,102 min,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
Körkarlen,1921,Victor Sjöström,"Drama, Fantasy, Horror            ",8,107 min,"On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life."
Harlan County U.S.A.,1976,Barbara Kopple,Documentary            ,8.2,103 min,A heartbreaking record of the thirteen-month struggle between a community fighting to survive and a corporation dedicated to the bottom line.
Napoléon vu par Abel Gance,1927,Abel Gance,"Biography, Drama, History            ",8.2,330 min,A film about the French general's youth and early military career.
Jaws,1975,Steven Spielberg,"Adventure, Mystery, Thriller            ",8.1,124 min,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
Whiplash,2014,Damien Chazelle,"Drama, Music            ",8.5,106 min,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
Stagecoach,1939,John Ford,"Adventure, Drama, Western            ",7.8,96 min,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
Idi i smotri,1985,Elem Klimov,"Drama, Thriller, War            ",8.4,142 min,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
Pan's Labyrinth,2006,Guillermo del Toro,"Drama, Fantasy, War            ",8.2,118 min,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
Le Samouraï,1967,Jean-Pierre Melville,"Crime, Drama, Thriller            ",8,105 min,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
El espíritu de la colmena,1973,Víctor Erice,"Drama, Fantasy            ",7.8,98 min,"In 1940, after watching and being traumatized by the movie Frankenstein (1931), a sensitive seven year-old girl living in a small Spanish village drifts into her own fantasy world."
Viridiana,1961,Luis Buñuel,Drama            ,8.1,91 min,"Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior."
Jeux interdits,1952,René Clément,"Comedy, Drama, War            ",8,86 min,"A young French girl orphaned in a German air attack is befriended by the son of a poor farmer, and together they try to come to terms with the realities of death."
Saikaku ichidai onna,1952,Kenji Mizoguchi,Drama            ,8.1,148 min,Follows a woman's fight and survival amid the vicissitudes of life and the cruelty of society.
Laura,1944,Otto Preminger,"Drama, Film-Noir, Mystery            ",7.9,88 min,A police detective falls in love with the woman whose murder he is investigating.
The Best Years of Our Lives,1946,William Wyler,"Drama, Romance, War            ",8.1,170 min,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
Holiday,1938,George Cukor,"Comedy, Romance            ",7.7,95 min,A young man in love with a girl from a rich family finds his unorthodox plan to go on holiday for the early years of his life met with skepticism by everyone except for his fiancée's eccentric sister and long-suffering brother.
À bout de souffle,1960,Jean-Luc Godard,"Crime, Drama            ",7.7,90 min,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."
Tanpopo,1985,Jûzô Itami,Comedy            ,7.9,114 min,A truck driver stops at a small family-run noodle shop and decides to help its fledgling business. The story is intertwined with various vignettes about the relationship of love and food.
Werckmeister harmóniák,2000,Béla Tarr,"Drama, Mystery            ",8,145 min,A naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction.
Såsom i en spegel,1961,Ingmar Bergman,Drama            ,7.9,90 min,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God."
Edvard Munch,1974 TV Movie,Peter Watkins,"Biography, Drama, History            ",8.2,210 min,"This biopic of Norwegian Expressionist painter Edvard Munch focuses on the influences that shaped his art, his devastating affair with a married woman that will haunt him for the rest of his life"
Duck Soup,1933,Leo McCarey,"Comedy, Musical            ",7.7,69 min,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on."
Jules et Jim,1962,François Truffaut,"Drama, Romance            ",7.7,105 min,Decades of a love triangle concerning two friends and an impulsive woman.
Badlands,1973,Terrence Malick,"Action, Crime, Drama            ",7.7,94 min,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands."
The Thin Man,1934,W.S. Van Dyke,"Comedy, Crime, Mystery            ",7.9,91 min,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,Drama            ,7.5,202 min,"A lonely widowed housewife does her daily chores, takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. However, something happens that changes her safe routine."
El sur,1983,Víctor Erice,"Drama, Mystery, Romance            ",7.8,95 min,"A woman reflects on her childhood relationship with her father, attempting to understand the depths of his despair and the truth of his myths."
